,city,area,geoarea,population,climate_class,builtup_area,income_group,orientation_entropy,walk_prox_poi_mean,walk_prox_poi_median,walk_prox_poi_range,walk_prox_poi_std,walk_prox_poi_iqr,walk_prox_pub_transport_mean,walk_prox_pub_transport_median,walk_prox_pub_transport_range,walk_prox_pub_transport_std,walk_prox_pub_transport_iqr,walk_circuity,walk_street_len_mean,walk_street_len_median,walk_street_len_range,walk_street_len_std,walk_street_len_iqr,walk_street_density,walk_street_len_total,walk_link_node_ratio,walk_intersection_density,walk_intersection_count,bike_prox_poi_mean,bike_prox_poi_median,bike_prox_poi_range,bike_prox_poi_std,bike_prox_poi_iqr,bike_slope_mean,bike_slope_median,bike_slope_range,bike_slope_std,bike_slope_iqr,bike_circuity,bike_street_len_mean,bike_street_len_median,bike_street_len_range,bike_street_len_std,bike_street_len_iqr,bike_street_density,bike_street_len_total,bike_link_node_ratio,bike_intersection_density,bike_intersection_count
10,manama,273,NW,1361833.134,4.0,58.587916,High income,3.4592419135559607,13.747520964193477,12.0,38,8.92234679439506,13.0,0.254121098109237,0.0,5,0.6302449116531199,0.0,1.0688264829185896,57.93231340168944,42.0514545890928,1898.508455623472,63.864030006819526,41.822245923865495,17272.31764475132,4715342.71701711,1.4096865733507635,220.7069597069597,60253,27.58447738426847,27.0,49,10.14920653141854,15.0,0.0245397838410758,0.0134275283214714,0.923270665108912,0.0403849531421641,0.0346864044350664,1.0658109395603703,58.86292822931097,43.75762488608149,1677.120089799935,60.52029052453498,42.34533630689784,29388.98793567682,8023193.706439773,1.385379360657912,186.0879120879121,50802
11,dhaka,6611,CA,37307159.73,3.0,391.210924,Lower Middle,3.4527948275045954,10.049393658595545,4.0,46,12.14163912507659,18.0,0.42592965633939,0.0,18,1.296774186079179,0.0,1.093586218159062,188.0106659093709,96.93033765692346,9549.054958038549,283.8196846035167,163.17123686113166,3424.234191420922,22637612.23948372,1.2535252407235808,14.695810013613674,97154,21.28389274137294,15.0,62,19.764322252114138,39.0,0.0186146294477047,0.0097109522941352,0.9488917394021172,0.030307473710099,0.0246882106024703,1.094430728373361,191.48435959986347,98.90615975575926,9549.054958038549,287.6624209687944,166.6826173581419,6613.118441252704,43719326.01512162,1.2529338147798612,10.669187717440629,70534
12,bridgetown,82,LA,152912.0999,3.0,17.201544,High income,3.5326568376510576,15.448577356253704,14.0,40,9.3690326303079,13.0,0.9091582691167752,0.0,8,1.4117129015438603,1.0,1.0992854987013083,70.32492297219144,52.503772155052,1504.5098981961228,66.20707555050117,56.58674836687473,13478.371822328789,1105226.4894309607,1.2420717249555424,156.3658536585366,12822,32.56017336119496,32.0,45,9.373673691334142,16.0,0.0314972963425927,0.0203614109235763,0.9055898475241626,0.0451280241222051,0.0430332539250581,1.0865648976534417,71.32972539397018,53.90908607782299,1569.047032236762,63.30065757497612,57.23428748659456,24828.833560001105,2035964.3519200904,1.2184041482857364,110.17073170731707,9034
13,minsk,245,EU,2093511.951,26.0,53.75673,Upper Middle,3.570101026846002,33.218263608286435,34.0,59,9.373317318423563,11.0,6.746066140117436,6.0,56,4.931386210050839,6.0,1.0718300594008523,45.19379257767726,28.75587458043601,2943.8436825140097,50.45801264605071,36.4497863603426,32296.22203384617,7912574.398292311,1.396138774613328,606.0775510204081,148489,48.66183669260742,52.0,65,12.048658842047807,11.0,0.033233860965072,0.0170936864513164,0.9841156338446854,0.054057833785894,0.0456961228268289,1.08371906055375,58.5610144241713,38.9714153858074,2943.84366522457,61.58118528159974,52.38079713970686,49194.83748453395,12052735.183710815,1.3384563619984151,282.41632653061225,69192
14,brussels,235,EU,1468753.608,15.0,57.332702,High income,3.5770852736220817,36.95117528194677,38.0,66,13.054108573639027,18.0,11.423567814027392,10.0,56,8.878773047257171,13.0,1.0597492522436422,58.651212670801165,36.30716108508905,1727.2658679447188,66.60395120646677,56.297916242145874,21130.659237333533,4965704.92077338,1.3104868655118218,353.7574468085106,83133,52.82939643942684,54.0,81,16.875273206466936,17.0,0.0383740855912334,0.0208038181262594,0.994808746386022,0.0631775292606302,0.0508313702256089,1.060837771074039,71.78345704091346,48.25811096513343,1766.030273253403,77.22981199626875,69.86082144595504,27625.634346056057,6492024.071323173,1.341684759009987,155.8468085106383,36624
15,belize_city,27,LA,76330.51281,2.0,3.944688,Upper Middle,3.3286854954177865,21.85307908721476,21.0,38,10.214623183483257,19.0,1.4051266020631448,1.0,10,1.7510730799870993,2.0,1.06468361502652,77.9129869659288,60.02697337777092,1075.918657109701,65.87040032728312,60.59027124906413,10691.393211435785,288667.6167087662,1.328852766489528,108.5925925925926,2932,39.98687089715536,44.0,44,6.952048099386568,7.0,0.021551437639611,0.0130060224661905,0.7630730699654295,0.0352315221306131,0.0289833354980872,1.0598631802881169,77.76520417176972,60.62037291104928,1075.9186571097014,62.64005889685705,58.63589708630258,17960.881970931703,484943.813215156,1.361779722830051,80.74074074074075,2180
16,porto-novo,149,SA,815039.8996,3.0,36.878535,Lower Middle,3.5033498250576263,8.061622561808921,7.0,26,5.964751674889023,8.0,0.0314324760839855,0.0,3,0.2198519881682833,0.0,1.0290953620998304,91.34774305877052,69.63308207355844,1399.6894877013997,71.46864167703917,70.9453493983112,13440.992743761644,2002707.918820485,1.4008572493477451,106.56375838926176,15878,23.75421445133797,27.0,37,8.835045714679792,15.0,0.0224317887522483,0.0160282673285152,0.8521792481824583,0.0291215988238217,0.031500673144789,1.0278965068361332,91.9532243270795,70.41345384714121,1399.6894877014,71.14965773588877,71.65699201715192,26970.06583585254,4018539.809542028,1.4282759917277683,91.63758389261746,13654
17,sucre,34,LA,292077.9239,12.0,7.678441999999999,Lower Middle,3.565018503509497,17.185893098782138,16.0,47,13.48129752148236,20.0,0.5683355886332883,0.0,7,0.9966446093601958,1.0,1.067780141758825,78.89345648790926,64.87315947762275,1075.5754692297587,64.49235829145424,62.124704190862886,19428.673858037186,660574.9111732643,1.5194519621109608,169.94117647058823,5778,40.66986078466823,46.0,50,12.703887125968494,11.0,0.0802924187355357,0.0566937478759,0.964007588053841,0.0873420208230655,0.0908666972057854,1.0700781083048374,82.67225523510595,67.43908223971472,1453.6454430432912,69.08305335364444,60.48740928884331,33494.421054811304,1138810.3158635844,1.5138311336105588,143.7058823529412,4886
18,sarajevo,61,EU,235739.1356,15.0,13.422257,Upper Middle,3.5640333156142576,29.28147022246788,33.0,50,14.379932459218608,22.0,4.381718944313942,2.0,32,5.27883556622482,7.0,1.0913486820944251,70.31111553476568,48.923470094418,944.1495860466796,70.19155295685425,62.64303438881458,17684.97451885098,1078783.4456499098,1.258877988116623,212.1803278688525,12943,43.75067352436933,46.0,53,10.950703918702247,8.0,0.0563202127482663,0.0314813291568896,0.9904160794503868,0.0759087719443617,0.0766387742496468,1.095069333865898,74.54289776271918,53.49134651318411,944.1470483284356,72.02138122332897,63.93997677294891,31629.406931023943,1929393.8227924604,1.2179769777124665,137.70491803278688,8400
19,gaborone,122,SA,298992.6473,6.0,34.497202,Upper Middle,3.547474284859573,7.744531864673485,7.0,26,5.801119665690112,8.0,0.3609756097560975,0.0,6,0.8382967587547453,0.0,1.094737593625518,100.23806259551256,72.80623326307727,4584.850282857361,106.0540024901694,80.26588151514053,14189.437221512311,1731111.3410245022,1.4074744295830055,102.79508196721312,12541,23.138084813103056,24.0,36,8.187397299812917,13.0,0.0170756689818408,0.0115249016249355,0.6764129153359922,0.0246872272043537,0.0233401020892326,1.0905621969298436,100.83999085202838,74.74471070448496,1599.9489468592406,96.81032317472403,80.33427131929696,25786.108152546964,3145905.1946107293,1.399902700072975,86.0,10492
20,brasilia,283,LA,1799120.619,3.0,64.61218699999999,Upper Middle,3.402793271918616,17.282473743097412,17.0,43,8.958405584421502,13.0,1.137420146533367,0.0,27,2.01793196178463,2.0,1.0838559320856629,72.3369675853377,48.43229704644816,6196.783697576827,82.65193355413975,59.88633062368634,18155.3008256232,5137950.133651366,1.3989605514851842,187.2544169611308,52993,34.249005503225675,36.0,50,8.901763593133012,9.0,0.0349889608385428,0.0220554903116158,0.9941357105035816,0.0503839279074439,0.0473579942566295,1.0719483959454577,76.5488649431109,51.16741876100106,6196.783697576827,86.29093709704529,61.053058250513885,29245.45327791219,8276463.27764915,1.3898427355359977,145.67491166077738,41226
21,bandar_seri_begawan,37,EA,77223.5136,1.0,5.640304,High income,3.512523528096151,12.55031503150315,12.0,36,8.986305081548641,14.0,0.938973897389739,0.0,10,1.7117328033714068,1.0,1.1728040504565374,76.27806762312258,53.577573591741896,2173.761370921611,82.78782001128268,66.07201083283195,13818.699656156505,511291.8872777906,1.294149414941494,145.72972972972974,5392,33.50009954210631,41.0,49,14.65610668830758,19.0,0.0377204498071732,0.0228016843461394,0.7629245310467692,0.0536472745196991,0.0520477689304913,1.1446019266948673,76.02173335515894,54.73105272560747,1276.1500887904135,76.17947359475079,65.05747234755854,21025.145876306524,777930.3974233414,1.2848895082619949,102.16216216216216,3780
22,sofia,201,EU,1068056.502,25.0,41.20008,Upper Middle,3.564207937813378,34.74095298884387,36.0,62,13.397986188356036,16.0,5.477313093189765,5.0,82,5.176584176866151,6.0,1.065164585271145,56.5640254892153,39.58126609004087,1410.6719099031732,56.13981994700821,50.2783947977844,21165.0764032034,4254180.357043883,1.3364738857745462,299.1194029850746,60123,51.706384892086334,52.0,70,11.670208489465365,16.0,0.0337497483433233,0.0205329509990424,0.8973844497925155,0.0480922794423829,0.045503258004395,1.072804310600115,75.14044624291336,56.72356684764199,2582.843901099289,71.21725577256417,65.2181099498534,32608.3368379632,6554275.704430603,1.3073041566746604,149.4228855721393,30034
23,ouagadougou,495,SA,3616268.287,6.0,137.626681,Low income,3.5154037314781164,6.804833213773314,4.0,42,7.506308439026136,6.0,1.118476506456241,0.0,29,2.7321788363926665,0.0,1.030999745366442,72.97787171696216,57.47926900065925,1721.8902823892238,59.13226867750062,52.24857793636256,19263.65182253217,9535507.652153429,1.5323484576757531,179.07272727272726,88641,22.210951060616303,19.0,56,13.506391047548462,17.0,0.021153078720538,0.0155255394260736,0.9661738039167984,0.0293569894276455,0.0303918920101917,1.0306548187353268,72.64544706239147,57.46701894230223,1721.8902823892238,57.98894286785065,51.7506052956496,37661.45437584854,18642419.916045025,1.532539843556277,168.24646464646466,83282
24,gitega,26,SA,176122.5345,3.0,4.377419,Low income,3.56182069677794,5.441198501872659,4.0,16,5.314888569966336,9.0,0.1535580524344569,0.0,3,0.580275408750622,0.0,1.0668307114744504,125.47826487450703,90.61891282071988,1239.0479949771668,113.97247945964934,101.6778109998807,8561.478534129827,222598.4418873755,1.3722846441947565,50.96153846153846,1325,16.764252696456087,18.0,16,3.2473601137079573,3.0,0.0581220967101263,0.0437358985981567,0.835339812830874,0.0618209487792966,0.0614680968708791,1.064217709047117,128.1219762897922,92.57522036787827,1239.047994977168,114.94732794451632,105.58475937270045,16912.10087025257,439714.6226265668,1.3713405238828968,40.65384615384615,1057
25,phnom_penh,354,EA,2419130.754,3.0,72.07824099999999,Lower Middle,3.2823210336401694,11.843220250630749,9.0,50,10.446862355232478,12.0,0.7188431785483433,0.0,19,1.8198023033474675,0.0,1.0607110519866518,78.70854115279926,55.78755930069512,2932.639726434768,78.66499824252423,64.16811977845562,13251.494499171851,4691029.052706836,1.2969202860776914,130.1723163841808,46081,27.699312678881068,25.0,62,15.091595888957253,22.0,0.0236443018981298,0.0148679111279661,0.8817246531060788,0.035623939099145,0.0323580511630094,1.054959480951015,79.27168765838913,56.560620556017525,2932.64124964059,78.48457428856925,64.64362751856328,24518.240343833404,8679457.081717025,1.2829715670503687,97.74858757062148,34603
26,yaounde,313,SA,5479203.927,3.0,79.23590999999999,Lower Middle,3.581895588459253,12.036608863198458,9.0,42,10.465653023630882,17.0,0.1191254083940688,0.0,10,0.5886258906884931,0.0,1.0708073773233973,90.17537625825015,69.04873302364246,1658.0328396879595,73.91724995441108,68.94763934902578,12294.677897191135,3848234.181820825,1.2283655859931306,113.0479233226837,35384,30.644687049086603,31.0,56,13.64819092930828,17.0,0.0666638653834614,0.0497266236883893,0.8757600264981152,0.0686875152600735,0.0739739406099326,1.0679380014150364,89.6900897138052,69.09138366175318,1658.0328396879595,72.67721113219612,68.68239041438945,24670.79221725167,7721957.963999772,1.2400424709373554,81.8849840255591,25630
